Player ID,Name,Last Name,Cost Today,Form,Position,Team,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Points,Points/Game,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Chance Of Playing Next,Total Cost Change,Cost Change GW,Total Transfers Out,Transfers Out GW,Total Transfers in,Transfers in GW,Influence,Creativity,Threat,ICT Index,Last GW,GW39,GW40,GW41,GW42,GW43,GW44,Difficulty Score,Cost Today,Total Cost Change,Cost Change GW,Position,Team,Index,xGi,xGc
586,Pervis,Estupiñán,£5.00,0,DEF,Brighton,20.5,1,7,10,1,128,3.7,15,593,43,2674,4,0,0,0,0,100,£0.50,£0.00,1067710,0,3358934,0,575.2,757.9,297,162.5,38,,,,,,,0,50,5,0,2,36,#DIV/0!,0.19,1.4
596,Evan,Ferguson,£4.60,0,FWD,Brighton,1.7,6,2,6,2,65,3.4,8,213,12,942,1,0,0,0,0,100,£0.10,£0.00,468210,0,625820,0,286.2,150.4,361,79.9,38,,,,,,,0,46,1,0,4,36,#DIV/0!,0.57,1.29
640,Ed,Turns,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3779,0,3677,0,0,0,0,0,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0,0
651,Andrew,Moran,£4.50,0,MID,Brighton,0,0,0,0,0,1,1,0,3,1,11,0,0,0,0,0,,£0.00,£0.00,1333,0,1811,0,0,0,0,0,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0,6.71
652,James,Furlong,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,2088,0,2100,0,0,0,0,0,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0,0
677,Jack,Hinshelwood,£4.50,0,MID,Brighton,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,,£0.00,£0.00,241,0,349,0,2,0,2,0.4,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0,20.7
679,Facundo,Buonanotte,£4.50,0,MID,Brighton,0.1,1,1,1,1,26,2,2,72,12,558,2,0,0,0,0,100,£0.00,£0.00,6032,0,14693,0,90,100.9,102,28.5,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0.27,1.92
719,Yasin,Ayari,£4.50,0,MID,Brighton,0,0,0,0,1,3,1,0,14,2,65,0,0,0,0,0,100,£0.00,£0.00,531,0,960,0,7.4,25.5,3,3.5,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0.45,2.01
736,Odeluga,Offiah,£4.00,0,DEF,Brighton,0,0,0,0,0,1,0.5,0,10,3,23,0,0,0,0,0,,£0.00,£0.00,963,0,1672,0,6.2,1.5,0,0.8,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0.08,6.93
756,Tom,McGill,£4.00,0,GK,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,341,0,698,0,0,0,0,0,38,,,,,,,0,40,0,0,1,36,#DIV/0!,0,0
762,Cameron,Peupion,£4.50,0,MID,Brighton,0,0,0,0,0,1,1,0,3,2,5,0,0,0,0,0,,£0.00,£0.00,35,0,127,0,0,0.3,5,0.5,38,,,,,,,0,45,0,0,3,36,#DIV/0!,1.08,17.1
765,Imari,Samuels,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,£0.00,£0.00,29,0,129,0,0,0,0,0,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0,0
48,Carney,Chukwuemeka,£4.20,0,MID,Chelsea,0.3,0,0,1,1,18,1.3,0,71,7,342,0,0,0,0,0,100,-£0.30,£0.00,113634,0,75657,0,66,113.5,78,25.7,38,,,,,,,0,42,-3,0,3,8,#DIV/0!,0.25,2.13
112,Marc,Cucurella,£4.90,0,DEF,Chelsea,5,0,2,6,0,65,2.7,1,363,20,1669,4,0,0,0,0,100,-£0.10,£0.00,2714280,0,2311987,0,354.4,232.5,72,65.9,38,,,,,,,0,49,-1,0,2,8,#DIV/0!,0.07,1.4
127,César,Azpilicueta,£4.70,0,DEF,Chelsea,1.2,0,0,3,2,45,1.8,4,242,21,1521,3,0,0,0,0,100,-£0.30,£0.00,352360,0,265047,0,272,211.2,102,58.4,38,,,,,,,0,47,-3,0,2,8,#DIV/0!,0.09,1.62
128,Thiago,Thiago Silva,£5.40,0,DEF,Chelsea,5.7,0,2,6,2,80,3,8,524,32,2351,2,0,0,0,0,100,-£0.10,£0.00,1397271,0,1208815,0,676.8,90.4,147,91.4,38,,,,,,,0,54,-1,0,2,8,#DIV/0!,0.1,1.33
129,Marcos,Alonso,£5.30,0,DEF,Chelsea,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,252668,0,8779,0,0,0,0,0,38,,,,,,,0,53,-2,0,2,8,#DIV/0!,0,0
131,Ross,Barkley,£4.90,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,6986,0,1910,0,0,0,0,0,38,,,,,,,0,49,-1,0,3,8,#DIV/0!,0,0
132,Mateo,Kovacic,£4.90,0,MID,Chelsea,0.3,1,2,4,1,53,2,2,289,25,1699,8,0,0,0,0,100,-£0.10,£0.00,134485,0,78298,0,295.8,365.8,114,77.9,38,,,,,,,0,49,-1,0,3,8,#DIV/0!,0.2,1.27
133,Kepa,Arrizabalaga,£4.50,0,GK,Chelsea,6.4,0,0,9,3,118,4.1,15,575,33,2565,1,0,91,0,0,100,£0.00,£0.00,1341981,0,1984646,0,733.4,0.1,0,73.3,38,,,,,,,0,45,0,0,1,8,#DIV/0!,0,1.35
134,N'Golo,Kanté,£4.80,0,MID,Chelsea,1.1,0,1,2,0,18,2.6,1,120,7,517,1,0,0,0,0,100,-£0.20,£0.00,409065,0,101591,0,107,186.9,58,35.2,38,,,,,,,0,48,-2,0,3,8,#DIV/0!,0.2,0.91
135,Hakim,Ziyech,£5.50,0,MID,Chelsea,0.4,0,3,2,0,33,1.8,0,129,7,649,1,0,0,0,0,100,-£0.50,£0.00,103056,0,68588,0,155.4,230.9,113,49,38,,,,,,,0,55,-5,0,3,8,#DIV/0!,0.3,1.22
136,Ruben,Loftus-Cheek,£5.00,0,MID,Chelsea,0.1,0,1,5,1,46,1.8,1,228,23,1530,1,0,0,0,0,100,£0.00,£0.00,40719,0,35772,0,216.6,260.4,175,65.4,38,,,,,,,0,50,0,0,3,8,#DIV/0!,0.15,1.62
137,Timo,Werner,£7.90,0,FWD,Chelsea,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,53548,0,2202,0,0,0,0,0,38,,,,,,,0,79,-1,0,4,8,#DIV/0!,0,0
138,Robert Kenedy,Kenedy,£3.90,0,DEF,Chelsea,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,53915,0,27068,0,0,0,0,0,38,,,,,,,0,39,-1,0,2,8,#DIV/0!,0,0
139,Ben,Chilwell,£5.60,0,DEF,Chelsea,3.1,2,3,4,0,70,3,4,302,19,1402,3,0,0,0,0,100,-£0.40,£0.00,1919463,0,1795089,0,283.4,382.6,178,84.2,38,,,,,,,0,56,-4,0,2,8,#DIV/0!,0.26,1.17
140,Christian,Pulisic,£5.60,0,MID,Chelsea,0.4,1,1,3,1,39,1.6,0,102,11,805,1,0,0,0,0,100,-£0.40,£0.00,160783,0,109347,0,120.4,166.8,227,51.1,38,,,,,,,0,56,-4,0,3,8,#DIV/0!,0.23,1.58
141,Trevoh,Chalobah,£4.40,0,DEF,Chelsea,0.6,0,0,5,1,49,2,1,318,24,1601,4,0,0,0,0,100,-£0.60,£0.00,186691,0,175599,0,294.6,94,112,50.3,38,,,,,,,0,44,-6,0,2,8,#DIV/0!,0.07,1.74
142,Mason,Mount,£7.20,0,MID,Chelsea,3.4,3,4,8,0,82,3.4,8,277,21,1644,4,0,0,0,0,100,-£0.80,£0.00,2792751,0,2177297,0,331.4,463.1,376,117.2,38,,,,,,,0,72,-8,0,3,8,#DIV/0!,0.26,1.29
143,Malang,Sarr,£5.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,11884,0,289,0,0,0,0,0,38,,,,,,,0,50,0,0,2,8,#DIV/0!,0,0
144,Callum,Hudson-Odoi,£5.30,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,10408,0,1884,0,0,0,0,0,38,,,,,,,0,53,-2,0,3,8,#DIV/0!,0,0
145,Kai,Havertz,£7.40,0,FWD,Chelsea,3.2,7,1,9,1,102,2.9,13,301,31,2565,5,0,0,0,0,100,-£0.60,£0.00,1755945,0,1575452,0,476.4,536.6,1014,202.5,38,,,,,,,0,74,-6,0,4,8,#DIV/0!,0.51,1.34
146,Reece,James,£5.80,0,DEF,Chelsea,10.7,1,2,2,0,44,2.8,5,286,17,1242,4,0,0,0,0,100,-£0.20,£0.00,7263967,0,4234493,0,292.2,358.2,153,80.4,38,,,,,,,0,58,-2,0,2,8,#DIV/0!,0.29,1.02
147,Edouard,Mendy,£4.80,0,GK,Chelsea,5.8,0,0,1,0,24,2.4,0,132,14,855,1,0,25,0,0,100,-£0.20,£0.00,2234052,0,698390,0,200.4,0,0,20.2,38,,,,,,,0,48,-2,0,1,8,#DIV/0!,0,1.5
148,Conor,Gallagher,£5.60,0,MID,Chelsea,0.7,3,1,4,2,66,1.9,7,279,23,1608,9,1,0,0,0,100,-£0.40,£0.00,217511,0,117548,0,386.2,351.5,329,106.5,38,,,,,,,0,56,-4,0,3,8,#DIV/0!,0.24,1.73
150,Armando,Broja,£5.20,0,FWD,Chelsea,0.3,1,1,1,0,21,1.8,0,56,5,285,0,0,0,0,0,100,-£0.30,£0.00,183899,0,75379,0,64.6,18.2,113,19.7,38,,,,,,,0,52,-3,0,4,8,#DIV/0!,0.29,1.42
151,Ethan,Ampadu,£4.40,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,8160,0,1467,0,0,0,0,0,38,,,,,,,0,44,-1,0,2,8,#DIV/0!,0,0
272,Wesley,W.Fofana,£4.30,0,DEF,Chelsea,1,1,0,2,1,37,2.2,4,244,24,1362,4,0,0,0,0,100,-£0.20,£0.00,490318,0,405290,0,294.6,59.6,86,44.4,38,,,,,,,0,43,-2,0,2,8,#DIV/0!,0.07,1.52
304,Raheem,Sterling,£9.70,0,MID,Chelsea,3.4,6,4,5,5,101,3.6,9,274,27,1886,4,0,0,0,0,100,-£0.30,£0.00,1817823,0,1432352,0,399.6,495.4,647,153.9,38,,,,,,,0,97,-3,0,3,8,#DIV/0!,0.45,1.33
520,Kalidou,Koulibaly,£5.50,0,DEF,Chelsea,5.4,2,1,6,0,74,3.2,8,408,22,1798,5,1,0,0,0,100,£0.00,£0.00,1787611,0,1136459,0,497.4,104.1,141,74.5,38,,,,,,,0,55,0,0,2,8,#DIV/0!,0.06,1.12
606,Harvey,Vale,£4.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,274,0,241,0,0,0,0,0,38,,,,,,,0,45,0,0,3,8,#DIV/0!,0,0
616,Denis,Zakaria,£4.90,0,MID,Chelsea,0,0,0,2,0,13,1.9,0,47,5,409,0,0,0,0,0,100,-£0.10,£0.00,9099,0,9726,0,44.6,22.6,24,9.2,38,,,,,,,0,49,-1,0,3,8,#DIV/0!,0.05,1.47
617,Pierre-Emerick,Aubameyang,£8.40,0,FWD,Chelsea,0.7,1,0,1,0,25,1.7,3,61,8,546,1,0,0,0,0,100,-£0.60,£0.00,557360,0,578472,0,55,59.4,177,28.5,38,,,,,,,0,84,-6,0,4,8,#DIV/0!,0.28,1.43
635,Marcus,Bettinelli,£4.00,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,£0.00,£0.00,3770,0,4627,0,0,0,0,0,38,,,,,,,0,40,0,0,1,8,#DIV/0!,0,0
653,Omari,Hutchinson,£4.20,0,MID,Chelsea,0,0,0,0,0,1,1,0,2,0,22,0,0,0,0,0,,-£0.30,£0.00,1561,0,1899,0,1,1.8,4,0.7,38,,,,,,,0,42,-3,0,3,8,#DIV/0!,0.08,2.58
661,Lewis,Hall,£4.30,0,MID,Chelsea,0,0,0,1,2,19,2.1,3,118,11,653,1,0,0,0,0,,-£0.20,£0.00,4242,0,7776,0,134.4,225.8,127,48.8,38,,,,,,,0,43,-2,0,3,8,#DIV/0!,0.31,1.83
673,Bashir,Humphreys,£4.50,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,429,0,345,0,0,0,0,0,38,,,,,,,0,45,0,0,2,8,#DIV/0!,0,0
684,David Datro,D.D.Fofana,£5.00,0,FWD,Chelsea,0.1,0,0,0,0,3,1,0,8,1,68,0,0,0,0,0,,£0.00,£0.00,17862,0,22442,0,15.2,34.6,30,8,38,,,,,,,0,50,0,0,4,8,#DIV/0!,0.8,2.28
689,Benoît,Badiashile,£5.00,0,DEF,Chelsea,0.4,1,0,4,0,40,3.6,2,209,9,904,2,0,0,0,0,100,£0.00,£0.00,165341,0,203481,0,219.8,49.1,81,35.1,38,,,,,,,0,50,0,0,2,8,#DIV/0!,0.15,1.23
690,João,João Félix,£7.10,0,FWD,Chelsea,1.7,4,0,2,1,44,2.8,7,126,16,936,1,1,0,0,0,100,-£0.40,£0.00,752888,0,910337,0,203.6,136.1,303,63.1,38,,,,,,,0,71,-4,0,4,8,#DIV/0!,0.54,1.36
699,Mykhailo,Mudryk,£6.40,0,MID,Chelsea,0.8,0,2,0,0,25,1.7,0,73,10,650,1,0,0,0,0,,-£0.60,£0.00,497936,0,571287,0,100.8,146.4,140,38.2,38,,,,,,,0,64,-6,0,3,8,#DIV/0!,0.42,1.51
702,Andrey,Andrey Santos,£4.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,405,0,445,0,0,0,0,0,38,,,,,,,0,45,0,0,3,8,#DIV/0!,0,0
708,Noni,Madueke,£5.40,0,MID,Chelsea,0.1,1,0,0,3,26,2.2,2,105,13,639,0,0,0,0,0,,-£0.10,£0.00,20008,0,35271,0,153.8,170.8,224,55,38,,,,,,,0,54,-1,0,3,8,#DIV/0!,0.23,1.85
724,Enzo,Enzo,£5.00,0,MID,Chelsea,0.8,0,2,3,2,42,2.3,1,265,25,1547,3,0,0,0,0,100,£0.00,£0.00,240392,0,320254,0,315.8,334.3,74,72.6,38,,,,,,,0,50,0,0,3,8,#DIV/0!,0.2,1.45
771,Ethan,Wady,£4.00,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,13,0,75,0,0,0,0,0,38,,,,,,,0,40,0,0,1,8,#DIV/0!,0,0
775,Alfie,Gilchrist,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,5,0,72,0,0,0,0,0,38,,,,,,,0,40,0,0,2,8,#DIV/0!,0,0
18,Albert,Sambi,£4.30,0,MID,Crystal Palace,0.2,0,0,2,0,23,1.5,0,129,8,728,2,0,0,0,0,100,-£0.20,£0.00,53783,0,38990,0,98.4,57.2,20,17.6,38,,,,,,,0,43,-2,0,3,31,#DIV/0!,0.04,1
152,Vicente,Guaita,£4.40,0,GK,Crystal Palace,1.4,0,0,6,0,99,3.7,10,484,34,2430,1,0,85,0,0,100,-£0.10,£0.00,551835,0,542689,0,668.4,0,0,66.8,38,,,,,,,0,44,-1,0,1,31,#DIV/0!,0,1.41
153,James,Tomkins,£3.90,0,DEF,Crystal Palace,0.8,1,0,0,0,8,1.3,1,50,10,335,1,1,0,0,0,100,-£0.10,£0.00,197479,0,175559,0,90,1.1,54,14.6,38,,,,,,,0,39,-1,0,2,31,#DIV/0!,0.22,2.68
154,James,McArthur,£4.80,0,MID,Crystal Palace,0,0,0,0,1,4,1,0,13,0,50,0,0,0,0,0,100,-£0.20,£0.00,1986,0,1097,0,14.8,2,0,1.7,38,,,,,,,0,48,-2,0,3,31,#DIV/0!,0,0.74
155,Christian,Benteke,£5.50,0,FWD,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,81273,0,3358,0,0,0,0,0,38,,,,,,,0,55,0,0,4,31,#DIV/0!,0,0
156,Joel,Ward,£4.40,0,DEF,Crystal Palace,0.4,1,0,8,2,78,2.8,5,403,35,2253,6,0,0,0,0,100,-£0.10,£0.00,79513,0,98084,0,446.6,172.5,114,73.5,38,,,,,,,0,44,-1,0,2,31,#DIV/0!,0.07,1.28
157,Nathaniel,Clyne,£4.50,0,DEF,Crystal Palace,0.1,0,0,3,0,44,2,0,246,23,1638,3,0,0,0,0,100,£0.00,£0.00,32002,0,23422,0,203.6,124.9,8,33.6,38,,,,,,,0,45,0,0,2,31,#DIV/0!,0.03,1.44
158,Luka,Milivojevic,£4.20,0,MID,Crystal Palace,0.3,0,0,2,0,23,1.3,0,80,7,500,2,0,0,0,0,100,-£0.30,£0.00,95373,0,58191,0,69.2,43.6,17,12.7,38,,,,,,,0,42,-3,0,3,31,#DIV/0!,0.1,1.4
159,Jordan,J.Ayew,£5.20,0,MID,Crystal Palace,0.4,4,3,8,2,104,2.7,4,332,41,2708,5,0,0,0,0,,-£0.30,£0.00,96163,0,101259,0,494.4,468.2,439,140.3,38,,,,,,,0,52,-3,0,3,31,#DIV/0!,0.18,1.37
160,Wilfried,Zaha,£7.20,0,MID,Crystal Palace,6.7,7,2,5,0,95,3.5,6,216,34,2289,5,0,0,0,2,100,£0.20,£0.00,4227358,0,3982990,0,465.4,384.8,848,169.4,38,,,,,,,0,72,2,0,3,31,#DIV/0!,0.37,1.31
161,Jeffrey,Schlupp,£4.70,0,MID,Crystal Palace,0.1,3,2,9,0,89,2.6,2,324,38,2528,7,0,0,0,0,100,-£0.30,£0.00,35429,0,26289,0,404.6,257.6,314,97.9,38,,,,,,,0,47,-3,0,3,31,#DIV/0!,0.15,1.32
163,Will,Hughes,£4.80,0,MID,Crystal Palace,0,1,1,1,10,41,1.5,3,152,11,822,4,0,0,0,0,100,-£0.20,£0.00,4082,0,2029,0,190.4,107.4,78,37.4,38,,,,,,,0,48,-2,0,3,31,#DIV/0!,0.11,1.43
164,Jairo,Riedewald,£4.20,0,MID,Crystal Palace,0,0,0,0,1,6,1,0,19,0,60,0,0,0,0,0,,-£0.30,£0.00,9954,0,7021,0,9.8,2.6,4,1.5,38,,,,,,,0,42,-3,0,3,31,#DIV/0!,0.08,1.4
165,Joachim,Andersen,£4.50,0,DEF,Crystal Palace,1.6,1,0,8,2,80,2.5,1,483,37,2782,8,0,0,0,0,100,£0.00,£0.00,577385,0,483880,0,658.8,163.4,273,109.8,38,,,,,,,0,45,0,0,2,31,#DIV/0!,0.09,1.17
166,Odsonne,Edouard,£5.00,0,FWD,Crystal Palace,2,5,2,5,2,82,2.3,5,225,25,1788,3,0,0,0,0,100,-£0.50,£0.00,993269,0,877397,0,351.6,238.7,552,113.2,38,,,,,,,0,50,-5,0,4,31,#DIV/0!,0.25,1.22
167,Marc,Guéhi,£4.50,0,DEF,Crystal Palace,2.5,1,0,9,2,95,2.6,2,623,46,3330,8,0,0,0,0,100,£0.00,£0.00,591725,0,674953,0,705,145.5,213,106.7,38,,,,,,,0,45,0,0,2,31,#DIV/0!,0.06,1.26
168,Jean-Philippe,Mateta,£5.10,0,FWD,Crystal Palace,0.3,2,0,3,1,41,1.4,3,96,10,748,3,0,0,0,0,,-£0.40,£0.00,148283,0,101117,0,119.8,71.4,247,42.5,38,,,,,,,0,51,-4,0,4,31,#DIV/0!,0.43,1.62
169,Eberechi,Eze,£5.70,0,MID,Crystal Palace,12.8,10,5,9,2,159,4.2,21,580,35,2631,3,0,0,0,0,,£0.20,£0.00,1474235,0,2768543,0,702.6,833.6,635,217,38,,,,,,,0,57,2,0,3,31,#DIV/0!,0.35,1.12
170,Tyrick,Mitchell,£4.40,0,DEF,Crystal Palace,1,0,2,8,2,93,2.6,7,476,40,2889,5,1,0,0,0,100,-£0.10,£0.00,220180,0,229971,0,485,260.3,141,89,38,,,,,,,0,44,-1,0,2,31,#DIV/0!,0.06,1.34
171,Michael,Olise,£5.30,0,MID,Crystal Palace,1.8,2,11,8,6,132,3.6,15,517,38,2743,2,0,0,0,0,25,-£0.20,£0.00,416514,0,589134,0,652.4,1115,484,225.6,38,,,,,,,0,53,-2,0,3,31,#DIV/0!,0.3,1.21
172,Jesurun,Rak-Sakyi,£4.50,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3866,0,241,0,0,0,0,0,38,,,,,,,0,45,0,0,3,31,#DIV/0!,0,0
173,Malcolm,Ebiowei,£4.20,0,MID,Crystal Palace,0.2,0,0,0,0,3,1,0,9,1,31,0,0,0,0,0,0,-£0.30,£0.00,79156,0,73938,0,3.4,0.9,4,0.9,38,,,,,,,0,42,-3,0,3,31,#DIV/0!,0.03,0.52
174,Nathan,Ferguson,£3.90,0,DEF,Crystal Palace,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-£0.10,£0.00,47339,0,31964,0,0,0,0,0,38,,,,,,,0,39,-1,0,2,31,#DIV/0!,0,0
175,Sam,Johnstone,£4.40,0,GK,Crystal Palace,1.1,0,0,3,3,36,4,5,159,10,810,1,0,26,0,0,100,-£0.10,£0.00,80492,0,181676,0,177.4,0,0,17.8,38,,,,,,,0,44,-1,0,1,31,#DIV/0!,0,0.98
495,Remi,Matthews,£4.00,0,GK,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,2895,0,0,0,0,0,0,0,38,,,,,,,0,40,0,0,1,31,#DIV/0!,0,0
496,Luke,Plange,£4.50,0,FWD,Crystal Palace,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,136686,0,18888,0,0,0,0,0,38,,,,,,,0,45,0,0,4,31,#DIV/0!,0,0
514,Cheick,C.Doucouré,£5.00,0,MID,Crystal Palace,0.1,0,3,7,2,74,2.2,3,411,41,2770,8,1,0,0,0,100,£0.00,£0.00,29366,0,23178,0,475,353.7,167,99.8,38,,,,,,,0,50,0,0,3,31,#DIV/0!,0.09,1.31
530,Chris,Richards,£4.40,0,DEF,Crystal Palace,0.1,0,0,1,0,13,1.4,0,83,11,443,0,0,0,0,0,100,-£0.10,£0.00,8009,0,3616,0,92.4,15.3,26,13.2,38,,,,,,,0,44,-1,0,2,31,#DIV/0!,0.15,2.27
590,Joseph,Whitworth,£4.00,0,GK,Crystal Palace,0.1,0,0,0,0,3,1.5,0,28,5,180,0,0,5,0,0,,£0.00,£0.00,13834,0,17599,0,41.8,0,0,4.2,38,,,,,,,0,40,0,0,1,31,#DIV/0!,0,1.04
601,Kaden,Rodney,£4.50,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,2518,0,2935,0,0,0,0,0,38,,,,,,,0,45,0,0,3,31,#DIV/0!,0,0
604,Killian,Phillips,£4.50,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,4282,0,4646,0,0,0,0,0,38,,,,,,,0,45,0,0,3,31,#DIV/0!,0,0
634,John-Kymani,Gordon,£4.50,0,FWD,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,29406,0,31769,0,0,0,0,0,38,,,,,,,0,45,0,0,4,31,#DIV/0!,0,0
642,Kofi,Balmer,£4.00,0,DEF,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,6500,0,9124,0,0,0,0,0,38,,,,,,,0,40,0,0,2,31,#DIV/0!,0,0
644,Owen,Goodman,£4.00,0,GK,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,2650,0,3448,0,0,0,0,0,38,,,,,,,0,40,0,0,1,31,#DIV/0!,0,0
654,Jack,Wells-Morrison,£4.50,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,628,0,819,0,0,0,0,0,38,,,,,,,0,45,0,0,3,31,#DIV/0!,0,0
676,David,Ozoh,£4.50,0,MID,Crystal Palace,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,,£0.00,£0.00,437,0,625,0,0,0.8,0,0.1,38,,,,,,,0,45,0,0,3,31,#DIV/0!,0,0
725,Naouirou,Ahamada,£4.50,0,MID,Crystal Palace,0,0,0,0,1,7,0.9,0,20,2,87,1,0,0,0,0,100,£0.00,£0.00,686,0,999,0,7.4,13.2,14,3,38,,,,,,,0,45,0,0,3,31,#DIV/0!,0.18,1.89
766,Tayo,Adaramola,£4.00,0,DEF,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,12,0,195,0,0,0,0,0,38,,,,,,,0,40,0,0,2,31,#DIV/0!,0,0
110,Neal,Maupay,£5.60,0,FWD,Everton,0.5,1,0,3,0,41,1.5,3,86,19,1104,4,0,0,0,0,,-£0.90,£0.00,262409,0,206816,0,85.8,109.9,429,62.2,38,,,,,,,0,56,-9,0,4,11,#DIV/0!,0.42,1.8
176,Asmir,Begović,£3.80,0,GK,Everton,0.8,0,0,1,0,9,9,2,30,0,90,0,0,4,0,0,100,-£0.20,£0.00,136679,0,151666,0,36,0,0,3.6,38,,,,,,,0,38,-2,0,1,11,#DIV/0!,0,1.04
177,Salomón,Rondón,£4.90,0,FWD,Everton,0.3,0,0,0,0,7,1,0,12,2,103,0,0,0,0,0,0,-£0.10,£0.00,123311,0,104601,0,7.4,26.1,41,7.3,38,,,,,,,0,49,-1,0,4,11,#DIV/0!,0.81,2.45
178,Seamus,Coleman,£4.10,0,DEF,Everton,0.3,1,0,5,0,63,2.7,5,314,25,1654,1,0,0,0,0,100,-£0.40,£0.00,177142,0,194808,0,297.8,108.7,95,50.4,38,,,,,,,0,41,-4,0,2,11,#DIV/0!,0.07,1.82
179,Andros,Townsend,£5.40,0,MID,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-£0.10,£0.00,1529,0,1405,0,0,0,0,0,38,,,,,,,0,54,-1,0,3,11,#DIV/0!,0,0
180,Michael,Keane,£4.20,0,DEF,Everton,0.5,1,2,2,0,39,3.2,5,180,22,983,0,0,0,0,0,100,-£0.30,£0.00,90724,0,66542,0,242.6,42.6,131,41.7,38,,,,,,,0,42,-3,0,2,11,#DIV/0!,0.2,2.2
181,Dele,Dele,£5.30,0,MID,Everton,0.1,0,0,0,0,2,1,0,5,1,38,0,0,0,0,0,0,-£0.20,£0.00,54056,0,7054,0,0.6,2.2,6,0.9,38,,,,,,,0,53,-2,0,3,11,#DIV/0!,0,3.98
182,Jordan,Pickford,£4.40,0,GK,Everton,6.2,0,1,8,5,124,3.4,10,666,57,3330,6,0,124,1,0,100,-£0.10,£0.00,956939,0,991703,0,997.8,23,0,102,38,,,,,,,0,44,-1,0,1,11,#DIV/0!,0.01,1.79
183,Allan,Allan,£4.80,0,MID,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,16411,0,4852,0,0,0,0,0,38,,,,,,,0,48,-2,0,3,11,#DIV/0!,0,0
